Food_Code,Food_Desc
73406010,Sweetpotato with fruit
73407000,"Sweetpotato, canned, NS as to syrup"
73407010,"Sweetpotato, canned without syrup"
73407020,"Sweetpotato, canned in syrup"
73407030,"Sweetpotato, canned in syrup, with fat added in cooking"
73409000,"Sweetpotato, casserole or mashed"
73410110,"Sweetpotato, fried"
73410210,"Sweet potato, chips"
73501000,"Carrot soup, cream of, prepared with milk"
73501010,"Carrot with rice soup, cream of, prepared with milk"
74101000,"Tomatoes, raw"
74102000,"Tomatoes, green, raw"
74201000,"Tomatoes, cooked, NS as to form, NS as to method"
74201001,"Tomatoes, cooked, from fresh, NS as to method"
74201003,"Tomatoes, cooked, from canned, NS as to method"
74202010,"Tomatoes, NS as to form, broiled"
74202011,"Tomatoes, from fresh, broiled"
74202050,"Tomatoes, red, NS as to form, fried"
74202051,"Tomatoes, red, from fresh, fried"
74203010,"Tomatoes, NS as to form, scalloped"
74204010,"Tomatoes, NS as to form, stewed"
74204011,"Tomatoes, from fresh, stewed"
74204013,"Tomatoes, from canned, stewed"
74204500,"Tomatoes, canned, low sodium"
74205010,"Tomatoes, green, cooked, NS as to form"
74205011,"Tomatoes, green, cooked, from fresh"
74205020,"Tomato, green, pickled"
74206000,"Tomatoes, red, dried"
74301100,Tomato juice
74301150,"Tomato juice, low sodium"
74302000,Tomato juice cocktail
74303000,"Tomato and vegetable juice, mostly tomato"
74303100,"Tomato and vegetable juice, mostly tomato, low sodium"
74304000,Tomato juice with clam or beef juice
74401010,Tomato catsup
74401110,"Tomato catsup, low sodium"
74402010,Tomato chili sauce (catsup-type)
74402100,"Salsa, NFS"
74402110,"Salsa, red, uncooked"
74402150,"Salsa, red, cooked, not homemade"
74402200,"Salsa, red, cooked, homemade"
74402250,"Enchilada sauce, red"
74402260,"Enchilada sauce, green"
74402300,Salsa made with fruit
74402310,"Green tomato-chile sauce, raw (Salsa de tomate verde cruda)"
74402350,"Green tomato-chile sauce, cooked (Salsa verde, NFS)"
74403010,Tomato sauce
74403050,"Tomato sauce, low sodium"
74403110,Tomato paste
74403120,Tomato puree
74404010,"Spaghetti sauce, meatless"
74404020,"Spaghetti sauce with vegetables, homemade-style"
74404030,"Spaghetti sauce with meat, canned, no extra meat added"
74404050,"Spaghetti sauce, meatless, low sodium"
74404060,"Spaghetti sauce, meatless, fat free"
74405010,Tomato relish
74406010,Barbecue sauce
74406050,"Barbecue sauce, low sodium"
74406100,"Steak sauce, tomato-base"
74406500,Cocktail sauce
74410110,Puerto Rican seasoning with ham
74415110,Puerto Rican seasoning with ham and tomato sauce
74501010,Tomato aspic
74502010,"Tomato and lima beans, cooked, fat not added cooking"
74503010,"Tomato and corn, cooked, fat not added in cooking"
74504000,"Tomato and okra, cooked, NS as to fat added in cooking"
74504010,"Tomato and okra, cooked, fat not added in cooking"
74504020,"Tomato and okra, cooked, fat added in cooking"
74504100,"Tomato and onion, cooked, NS as to fat added in cooking"
74504110,"Tomato and onion, cooked, fat not added in cooking"
74504120,"Tomato and onion, cooked, fat added in cooking"
74504150,"Tomato and celery, cooked, fat not added in cooking"
74505000,"Tomato with corn and okra, cooked, NS as to fat added in cooking"
74505010,"Tomato with corn and okra, cooked, fat not added in cooking"
74505020,"Tomato with corn and okra, cooked, fat added in cooking"
74506000,"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar"
74601000,"Tomato soup, NFS"
74601010,"Tomato soup, cream of, prepared with milk"
74602010,"Tomato soup, prepared with water"
74602030,"Tomato soup, canned, undiluted"
74602050,"Tomato soup, instant type, prepared with water"
74602100,"Tomato soup, canned, low sodium, ready-to-serve"
74602200,"Tomato soup, canned, reduced sodium, prepared with water"
74602300,"Tomato soup, canned, reduced sodium, prepared with milk"
74603010,"Tomato beef soup, prepared with water"
74604010,"Tomato beef noodle soup, prepared with water"
74604100,"Tomato beef rice soup, prepared with water"
74604500,"Tomato noodle soup, prepared with water"
74604600,"Tomato noodle soup, cream of"
74605010,"Tomato rice soup, prepared with water"
74606010,"Tomato vegetable soup, prepared with water"
74606020,"Tomato vegetable soup with noodles, prepared with water"
74701000,Tomato sandwich
75100250,"Raw vegetable, NFS"
75100300,"Sprouts, NFS"
75100500,"Alfalfa sprouts, raw"
75100750,"Artichoke, Jerusalem, raw"
75100800,"Asparagus, raw"
75101000,"Bean sprouts, raw (soybean or mung)"
75101800,"Beans, string, green, raw"
75102000,"Beans, lima, raw"
75102500,"Beets, raw"
75102750,"Brussels sprouts, raw"
75103000,"Cabbage, green, raw"
75104000,"Cabbage, Chinese, raw"
75105000,"Cabbage, red, raw"
75105500,"Cactus, raw"
75107000,"Cauliflower, raw"
75109000,"Celery, raw"
75109010,"Fennel bulb, raw"
75109500,"Chives, raw"
75109550,"Cilantro, raw"
75109600,"Corn, raw"
75111000,"Cucumber, raw"
75111200,"Eggplant, raw"
75111500,"Garlic, raw"
75111800,"Jicama, raw"
75112000,"Kohlrabi, raw"
75112500,"Leek, raw"
75113000,"Lettuce, raw"
75113060,"Lettuce, Boston, raw"
75113080,"Lettuce, arugula, raw"
75114000,"Mixed salad greens, raw"
75115000,"Mushrooms, raw"
75117010,"Onions, young green, raw"
75117020,"Onions, mature, raw"
75119000,"Parsley, raw"
75120000,"Peas, green, raw"
75121000,"Pepper, hot chili, raw"
75121400,"Pepper, poblano, raw"
75121500,"Pepper, Serrano, raw"
75122000,"Pepper, raw, NFS"
75122100,"Pepper, sweet, green, raw"
75122200,"Pepper, sweet, red, raw"
75124000,"Pepper, banana, raw"
75125000,"Radish, raw"
75127000,"Rutabaga, raw"
75127500,"Seaweed, raw"
75127750,"Snowpeas (pea pod), raw"
75128000,"Squash, summer, yellow, raw"
75128010,"Squash, summer, green, raw"
75129000,"Turnip, raw"
75132000,Mixed vegetable juice (vegetables other than tomato)
75132100,Celery juice
75140500,"Broccoli salad with cauliflower, cheese, bacon bits, and dressing"
75141000,"Cabbage salad or coleslaw, with dressing"
75141100,"Cabbage salad or coleslaw with apples and/or raisins, with dressing"
75141200,"Cabbage salad or coleslaw with pineapple, with dressing"
75141300,"Cabbage, Chinese, salad, with dressing"
75142500,Cucumber salad with creamy dressing
75142550,"Cucumber salad made with cucumber, oil, and vinegar"
75142600,Cucumber salad made with cucumber and vinegar
75143000,"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing"
75143050,"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing"
75143100,"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing"
75143200,"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing"
75143300,"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing"
75143350,"Lettuce salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing"
75144100,"Lettuce, wilted, with bacon dressing"
75145000,"Seven-layer salad (lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnais"
75146000,Greek Salad
75147000,"Spinach salad, no dressing"
75200100,"Vegetables, NS as to type, cooked, NS as to fat added in cooking"
75200110,"Vegetables, NS as to type, cooked, fat not added in cooking"
75200120,"Vegetables, NS as to type, cooked, fat added in cooking"
75200600,"Algae, dried"
75200700,Aloe vera juice
75201000,"Artichoke, globe (French), cooked, NS as to form, NS as to fat added in cooking"
75201001,"Artichoke, globe (French), cooked, from fresh, NS as to fat added in cooking"
75201002,"Artichoke, globe (French), cooked, from frozen, NS as to fat added in cooking"
75201003,"Artichoke, globe (French), cooked, from canned, NS as to fat added in cooking"
75201010,"Artichoke, globe (French), cooked, NS as to form, fat not added in cooking"
75201011,"Artichoke, globe (French), cooked, from fresh, fat not added in cooking"
75201012,"Artichoke, globe (French), cooked, from frozen, fat not added in cooking"
75201013,"Artichoke, globe (French), cooked, from canned, fat not added in cooking"
75201020,"Artichoke, globe (French), cooked, NS as to form, fat added in cooking"
75201021,"Artichoke, globe (French), cooked, from fresh, fat added in cooking"
75201030,Artichoke salad in oil
75202000,"Asparagus, cooked, NS as to form, NS as to fat added in cooking"
75202001,"Asparagus, cooked, from fresh, NS as to fat added in cooking"
75202003,"Asparagus, cooked, from canned, NS as to fat added in cooking"
75202010,"Asparagus, cooked, NS as to form, fat not added in cooking"
75202011,"Asparagus, cooked, from fresh, fat not added in cooking"
75202012,"Asparagus, cooked, from frozen, fat not added in cooking"
75202013,"Asparagus, cooked, from canned, fat not added in cooking"
75202020,"Asparagus, cooked, NS as to form, fat added in cooking"
75202021,"Asparagus, cooked, from fresh, fat added in cooking"
75202022,"Asparagus, cooked, from frozen, fat added in cooking"
75202023,"Asparagus, cooked, from canned, fat added in cooking"
75203000,"Bamboo shoots, cooked, fat not added in cooking"
75203020,"Bamboo shoots, cooked, fat added in cooking"
75204000,"Beans, lima, immature, cooked, NS as to form, NS as to fat added in cooking"
75204001,"Beans, lima, immature, cooked, from fresh, NS as to fat added in cooking"
75204002,"Beans, lima, immature, cooked, from frozen, NS as to fat added in cooking"
75204003,"Beans, lima, immature, cooked, from canned, NS as to fat added in cooking"
75204010,"Beans, lima, immature, cooked, NS as to form, fat not added in cooking"
75204011,"Beans, lima, immature, cooked, from fresh, fat not added in cooking"
75204012,"Beans, lima, immature, cooked, from frozen, fat not added in cooking"
75204013,"Beans, lima, immature, cooked, from canned, fat not added in cooking"
75204020,"Beans, lima, immature, cooked, NS as to form, fat added in cooking"
75204021,"Beans, lima, immature, cooked, from fresh, fat added in cooking"
75204022,"Beans, lima, immature, cooked, from frozen, fat added in cooking"
75204023,"Beans, lima, immature, cooked, from canned, fat added in cooking"
75204100,"Beans, lima, immature, canned, low sodium, NS as to fat added in cooking"
75204110,"Beans, lima, immature, canned, low sodium, fat not added in cooking"
75204120,"Beans, lima, immature, canned, low sodium, fat added in cooking"
75204980,"Beans, string, cooked, NS as to form, NS as to color, fat added in cooking"
75204981,"Beans, string, cooked, from fresh, NS as to color, fat added in cooking"
75204982,"Beans, string, cooked, from frozen, NS as to color, fat added in cooking"
75204983,"Beans, string, cooked, from canned, NS as to color, fat added in cooking"
75204990,"Beans, string, cooked, NS as to form, NS as to color, fat not added in cooking"
75204991,"Beans, string, cooked, from fresh, NS as to color, fat not added in cooking"
75204992,"Beans, string, cooked, from frozen, NS as to color, fat not added in cooking"
75204993,"Beans, string, cooked, from canned, NS as to color, fat not added in cooking"
75205000,"Beans, string, cooked, NS as to form, NS as to color, NS as to fat added in cooking"
75205001,"Beans, string, cooked, from fresh, NS as to color, NS as to fat added in cooking"
75205002,"Beans, string, cooked, from frozen, NS as to color, NS as to fat added in cooking"
75205003,"Beans, string, cooked, from canned, NS as to color, NS as to fat added in cooking"
75205010,"Beans, string, green, cooked, NS as to form, NS as to fat added in cooking"
75205011,"Beans, string, green, cooked, from fresh, NS as to fat added in cooking"
75205012,"Beans, string, green, cooked, from frozen, NS as to fat added in cooking"
75205013,"Beans, string, green, cooked, from canned, NS as to fat added in cooking"
75205020,"Beans, string, green, cooked, NS as to form, fat not added in cooking"
75205021,"Beans, string, green, cooked, from fresh, fat not added in cooking"
75205022,"Beans, string, green, cooked, from frozen, fat not added in cooking"
75205023,"Beans, string, green, cooked, from canned, fat not added in cooking"
75205030,"Beans, string, green, cooked, NS as to form, fat added in cooking"
75205031,"Beans, string, green, cooked, from fresh, fat added in cooking"
75205032,"Beans, string, green, cooked, from frozen, fat added in cooking"
75205033,"Beans, string, green, cooked, from canned, fat added in cooking"
75205110,"Beans, string, green, canned, low sodium, NS as to fat added in cooking"
75205120,"Beans, string, green, canned, low sodium, fat not added in cooking"
75205130,"Beans, string, green, canned, low sodium, fat added in cooking"
75206000,"Beans, string, yellow, cooked, NS as to form, NS as to fat added in cooking"
75206003,"Beans, string, yellow, cooked, from canned, NS as to fat added in cooking"
75206010,"Beans, string, yellow, cooked, NS as to form, fat not added in cooking"
75206011,"Beans, string, yellow, cooked, from fresh, fat not added in cooking"
75206012,"Beans, string, yellow, cooked, from frozen, fat not added in cooking"
75206013,"Beans, string, yellow, cooked, from canned, fat not added in cooking"
75206020,"Beans, string, yellow, cooked, NS as to form, fat added in cooking"
75206021,"Beans, string, yellow, cooked, from fresh, fat added in cooking"
75206022,"Beans, string, yellow, cooked, from frozen, fat added in cooking"
75206023,"Beans, string, yellow, cooked, from canned, fat added in cooking"
75207000,"Bean sprouts, cooked, NS as to form, NS as to fat added in cooking"
75207001,"Bean sprouts, cooked, from fresh, NS as to fat added in cooking"
75207010,"Bean sprouts, cooked, NS as to form, fat not added in cooking"
